CHARTER,REG,ASSET,DEP,TYPE
NM,MIDWESTERN,5509,5094,FAILURE
NM,SOUTHERN,2044,1763,FAILURE
N,WESTERN,2613,2610,FAILURE
NM,WESTERN,4033,3549,FAILURE
NM,SOUTHERN,7756,7074,FAILURE
NM,NORTHEASTERN,6662,5335,FAILURE
NM,NORTHEASTERN,14072,13790,FAILURE
NM,SOUTHERN,176320,161639,FAILURE
NM,NORTHEASTERN,31652,25969,FAILURE
NM,WESTERN,56018,53405,FAILURE
NM,SOUTHERN,18141,17452,FAILURE
NM,SOUTHERN,17410,15943,FAILURE
NM,SOUTHERN,40075,32022,FAILURE
NM,NORTHEASTERN,13670,12312,FAILURE
NM,SOUTHERN,507,555,FAILURE
N,SOUTHERN,412107,336292,FAILURE
SM,NORTHEASTERN,224502,165079,FAILURE
NM,SOUTHERN,13754,12082,FAILURE
NM,SOUTHERN,5471,5168,FAILURE
NM,MIDWESTERN,103782,95616,FAILURE
NM,OTHER,14879,14256,FAILURE
N,MIDWESTERN,7576,7422,FAILURE
NM,WESTERN,5657,5044,FAILURE
NM,NORTHEASTERN,11406,9862,FAILURE
NM,SOUTHERN,20690,18247,FAILURE
NM,MIDWESTERN,2898,2613,FAILURE
NM,MIDWESTERN,5176,4772,FAILURE
NM,SOUTHERN,2449,2298,FAILURE
NM,SOUTHERN,18049,15352,FAILURE
N,MIDWESTERN,147563,98344,FAILURE
SM,MIDWESTERN,74354,60603,FAILURE
SM,MIDWESTERN,16295,14876,FAILURE
NM,MIDWESTERN,3502,3271,FAILURE
NM,SOUTHERN,147137,112703,FAILURE
N,NORTHEASTERN,3655662,1444982,FAILURE
N,WESTERN,6527,6006,FAILURE
NM,SOUTHERN,9780,8079,FAILURE
NM,MIDWESTERN,3186,2915,FAILURE
NM,SOUTHERN,16242,14797,FAILURE
N,MIDWESTERN,8072,7540,FAILURE
N,WESTERN,1265868,931954,FAILURE
NM,NORTHEASTERN,22054,20385,FAILURE
NM,MIDWESTERN,109739,57547,FAILURE
NM,SOUTHERN,78903,66763,FAILURE
NM,MIDWESTERN,2196,2077,FAILURE
NM,MIDWESTERN,679,606,FAILURE
N,WESTERN,1301,1201,FAILURE
NM,MIDWESTERN,3701,3488,FAILURE
NM,NORTHEASTERN,10775,8839,FAILURE
N,NORTHEASTERN,21417,15912,FAILURE
NM,MIDWESTERN,10877,9940,FAILURE
NM,MIDWESTERN,4130,3897,FAILURE
NM,SOUTHERN,1074,1259,FAILURE
NM,MIDWESTERN,8003,7118,FAILURE
NM,SOUTHERN,5871,5375,FAILURE
N,WESTERN,6625,5992,FAILURE
NM,SOUTHERN,11417,10472,FAILURE
NM,SOUTHERN,4750,4427,FAILURE
N,MIDWESTERN,2053,1798,FAILURE
N,SOUTHERN,4136,3802,FAILURE
SM,SOUTHERN,1134,1085,FAILURE
SM,MIDWESTERN,2283,2167,FAILURE
NM,SOUTHERN,2556,2320,FAILURE
NM,WESTERN,8617,8065,FAILURE
NM,SOUTHERN,5551,5155,FAILURE
N,SOUTHERN,13445,11757,FAILURE
NM,SOUTHERN,6159,5612,FAILURE
N,MIDWESTERN,4058,3818,FAILURE
NM,SOUTHERN,762,724,FAILURE
NM,SOUTHERN,2884,2451,FAILURE
SM,SOUTHERN,4289,3885,FAILURE
NM,SOUTHERN,3330,3081,FAILURE
NM,MIDWESTERN,110077,92960,FAILURE
NM,MIDWESTERN,1935,1832,FAILURE
N,WESTERN,512,725,FAILURE
NM,SOUTHERN,1257,1183,FAILURE
NM,SOUTHERN,832,774,FAILURE
N,SOUTHERN,2703,2967,FAILURE
NM,SOUTHERN,606,488,FAILURE
NM,SOUTHERN,589,524,FAILURE
NM,SOUTHERN,479,435,FAILURE
N,WESTERN,54061,40176,FAILURE
N,WESTERN,3015,2254,FAILURE
NM,MIDWESTERN,7769,7025,FAILURE
NM,SOUTHERN,7865,7023,FAILURE
NM,WESTERN,2642,2312,FAILURE
NM,MIDWESTERN,1285,1189,FAILURE
NM,SOUTHERN,1237,1082,FAILURE
NM,MIDWESTERN,1310,1233,FAILURE
N,SOUTHERN,3741,3459,FAILURE
NM,MIDWESTERN,19124,16782,FAILURE
NM,MIDWESTERN,7055,6659,FAILURE
SM,SOUTHERN,1882,1652,FAILURE
N,SOUTHERN,1626,1509,FAILURE
NM,SOUTHERN,984,872,FAILURE
NM,SOUTHERN,962,902,FAILURE
N,MIDWESTERN,4365,3884,FAILURE
NM,SOUTHERN,7506,6955,FAILURE
NM,SOUTHERN,1277,1110,FAILURE
NM,MIDWESTERN,1012,925,FAILURE
NM,MIDWESTERN,570,504,FAILURE
NM,NORTHEASTERN,2365,2213,FAILURE
NM,MIDWESTERN,4476,4084,FAILURE
NM,SOUTHERN,618,574,FAILURE
N,WESTERN,1446,1368,FAILURE
SM,SOUTHERN,1253,1163,FAILURE
N,NORTHEASTERN,7712,6578,FAILURE
NM,SOUTHERN,5202,4703,FAILURE
NM,NORTHEASTERN,6036,5465,FAILURE
N,WESTERN,3111,3714,FAILURE
NM,WESTERN,1101,983,FAILURE
NM,WESTERN,1017,909,FAILURE
N,SOUTHERN,721,892,FAILURE
NM,SOUTHERN,1040,930,FAILURE
NM,SOUTHERN,98,60,FAILURE
NM,MIDWESTERN,17456,16957,FAILURE
NM,NORTHEASTERN,1355,1305,FAILURE
NM,SOUTHERN,520,583,FAILURE
NM,MIDWESTERN,838,817,FAILURE
NM,SOUTHERN,1031,1757,FAILURE
N,NORTHEASTERN,2906,3260,FAILURE
NM,MIDWESTERN,144,148,FAILURE
N,NORTHEASTERN,638,2245,FAILURE
N,MIDWESTERN,1332,1403,FAILURE
NM,SOUTHERN,1291,991,FAILURE
NM,MIDWESTERN,744,1126,FAILURE
NM,MIDWESTERN,354,437,FAILURE
NM,MIDWESTERN,740,742,FAILURE
NM,WESTERN,634,709,FAILURE
N,MIDWESTERN,3157,3090,FAILURE
SM,SOUTHERN,694,609,FAILURE
N,SOUTHERN,1774,1925,FAILURE
SM,NORTHEASTERN,7892,7921,FAILURE
NM,MIDWESTERN,874,804,FAILURE
NM,SOUTHERN,762,713,FAILURE
N,NORTHEASTERN,1693,1709,FAILURE
N,MIDWESTERN,1666,1749,FAILURE
N,WESTERN,1803,1991,FAILURE
NM,SOUTHERN,351,316,FAILURE
NM,SOUTHERN,6392,5695,FAILURE
N,NORTHEASTERN,1651,1459,FAILURE
NM,MIDWESTERN,447,405,FAILURE
N,NORTHEASTERN,5169,4171,FAILURE
N,NORTHEASTERN,6677,5898,FAILURE
NM,MIDWESTERN,439,474,FAILURE
NM,SOUTHERN,855,767,FAILURE
N,NORTHEASTERN,919,862,FAILURE
NM,MIDWESTERN,258,206,FAILURE
NM,MIDWESTERN,580,537,FAILURE
NM,MIDWESTERN,395,325,FAILURE
NM,SOUTHERN,149,140,FAILURE
NM,SOUTHERN,129,83,FAILURE
NM,MIDWESTERN,91,88,FAILURE
NM,NORTHEASTERN,13799,10991,FAILURE
N,MIDWESTERN,941,907,FAILURE
N,NORTHEASTERN,328,303,FAILURE
N,NORTHEASTERN,1307,1200,FAILURE
NM,SOUTHERN,233,179,FAILURE
NM,MIDWESTERN,195,165,FAILURE
N,SOUTHERN,822,725,FAILURE
NM,MIDWESTERN,186,156,FAILURE
N,MIDWESTERN,301,256,FAILURE
NM,MIDWESTERN,457,387,FAILURE
NM,SOUTHERN,190,159,FAILURE
NM,SOUTHERN,141,113,FAILURE
NM,MIDWESTERN,74,53,FAILURE
NM,SOUTHERN,223,162,FAILURE
NM,NORTHEASTERN,915,717,FAILURE
NM,MIDWESTERN,195,166,FAILURE
NM,SOUTHERN,143,147,FAILURE
NM,MIDWESTERN,40,25,FAILURE
NM,SOUTHERN,142,124,FAILURE
NM,MIDWESTERN,136,113,FAILURE
NM,MIDWESTERN,247,172,FAILURE
NM,NORTHEASTERN,1821,1390,FAILURE
NM,SOUTHERN,363,286,FAILURE
NM,MIDWESTERN,128,106,FAILURE
NM,NORTHEASTERN,2131,986,FAILURE
NM,MIDWESTERN,143,119,FAILURE
NM,SOUTHERN,169,119,FAILURE
NM,NORTHEASTERN,735,624,FAILURE
NM,SOUTHERN,218,186,FAILURE
NM,MIDWESTERN,60,58,FAILURE
NM,SOUTHERN,548,502,FAILURE
NM,MIDWESTERN,121,96,FAILURE
NM,MIDWESTERN,97,82,FAILURE
NM,SOUTHERN,306,251,FAILURE
SM,MIDWESTERN,50,102,FAILURE
NM,NORTHEASTERN,1116,936,FAILURE
NM,NORTHEASTERN,380,464,FAILURE
SM,NORTHEASTERN,3734,2860,FAILURE
NM,WESTERN,162,119,FAILURE
NM,MIDWESTERN,455,370,FAILURE
N,SOUTHERN,279,182,FAILURE
NM,SOUTHERN,47,17,FAILURE
NM,SOUTHERN,794,739,FAILURE
NM,SOUTHERN,132,117,FAILURE
NM,SOUTHERN,223,192,FAILURE
NM,MIDWESTERN,61,28,FAILURE
NM,MIDWESTERN,168,137,FAILURE
NM,MIDWESTERN,342,281,FAILURE
N,SOUTHERN,461,410,FAILURE
NM,SOUTHERN,163,154,FAILURE
SM,NORTHEASTERN,30745,21667,FAILURE
NM,NORTHEASTERN,952,706,FAILURE
NM,SOUTHERN,183,131,FAILURE
NM,MIDWESTERN,114,89,FAILURE
NM,MIDWESTERN,153,94,FAILURE
NM,SOUTHERN,87,46,FAILURE
NM,SOUTHERN,347,287,FAILURE
N,MIDWESTERN,304,285,FAILURE
NM,MIDWESTERN,386,346,FAILURE
NM,MIDWESTERN,51,30,FAILURE
NM,SOUTHERN,355,287,FAILURE
NM,SOUTHERN,89,100,FAILURE
NM,MIDWESTERN,62,39,FAILURE
NM,MIDWESTERN,348,303,FAILURE
NM,SOUTHERN,120,67,FAILURE
NM,SOUTHERN,68,51,FAILURE
NM,MIDWESTERN,165,112,FAILURE
NM,MIDWESTERN,87,74,FAILURE
NM,MIDWESTERN,135,112,FAILURE
NM,MIDWESTERN,80,53,FAILURE
SM,MIDWESTERN,260,211,FAILURE
NM,MIDWESTERN,79,54,FAILURE
NM,SOUTHERN,401,278,FAILURE
NM,MIDWESTERN,119,95,FAILURE
NM,MIDWESTERN,109,79,FAILURE
NM,MIDWESTERN,946,841,FAILURE
SL,NORTHEASTERN,4008,2479,FAILURE
NM,MIDWESTERN,273,215,FAILURE
NM,MIDWESTERN,254,209,FAILURE
NM,SOUTHERN,79,62,FAILURE
NM,MIDWESTERN,217,185,FAILURE
NM,MIDWESTERN,205,143,FAILURE
NM,MIDWESTERN,122,100,FAILURE
NM,MIDWESTERN,186,163,FAILURE
NM,MIDWESTERN,78,48,FAILURE
NM,MIDWESTERN,176,142,FAILURE
NM,MIDWESTERN,168,134,FAILURE
NM,MIDWESTERN,186,144,FAILURE
NM,MIDWESTERN,194,131,FAILURE
NM,MIDWESTERN,210,184,FAILURE
NM,MIDWESTERN,117,83,FAILURE
NM,NORTHEASTERN,702,367,FAILURE
NM,MIDWESTERN,165,135,FAILURE
NM,MIDWESTERN,212,142,FAILURE
NM,SOUTHERN,118,94,FAILURE
NM,MIDWESTERN,65,56,FAILURE
NM,MIDWESTERN,79,51,FAILURE
N,SOUTHERN,63,36,FAILURE
NM,WESTERN,14,8,FAILURE
NM,MIDWESTERN,136,122,FAILURE
NM,SOUTHERN,639,554,FAILURE
NM,MIDWESTERN,103,56,FAILURE
NM,MIDWESTERN,163,125,FAILURE
NM,MIDWESTERN,213,186,FAILURE
NM,MIDWESTERN,46,22,FAILURE
NM,MIDWESTERN,123,90,FAILURE
NM,SOUTHERN,97,84,FAILURE
NM,SOUTHERN,141,116,FAILURE
NM,SOUTHERN,893,669,FAILURE
NM,MIDWESTERN,103,85,FAILURE
NM,MIDWESTERN,242,189,FAILURE
NM,MIDWESTERN,121,84,FAILURE
NM,SOUTHERN,208,157,FAILURE
NM,MIDWESTERN,853,733,FAILURE
NM,MIDWESTERN,97,79,FAILURE
NM,MIDWESTERN,80,52,FAILURE
NM,SOUTHERN,139,109,FAILURE
NM,MIDWESTERN,57,35,FAILURE
NM,SOUTHERN,425,391,FAILURE
NM,MIDWESTERN,100,72,FAILURE
N,NORTHEASTERN,397,329,FAILURE
NM,MIDWESTERN,99,82,FAILURE
SM,NORTHEASTERN,707,365,FAILURE
SM,NORTHEASTERN,2899,1344,FAILURE
NM,SOUTHERN,92,51,FAILURE
NM,MIDWESTERN,63,39,FAILURE
NM,MIDWESTERN,93,76,FAILURE
NM,MIDWESTERN,265,280,FAILURE
NM,SOUTHERN,1262,1361,FAILURE
N,NORTHEASTERN,2379,1987,FAILURE
NM,MIDWESTERN,135,108,FAILURE
NM,MIDWESTERN,698,544,FAILURE
NM,SOUTHERN,101,63,FAILURE
NM,SOUTHERN,264,189,FAILURE
NM,WESTERN,104,54,FAILURE
NM,SOUTHERN,265,205,FAILURE
NM,SOUTHERN,246,213,FAILURE
N,SOUTHERN,1651,914,FAILURE
NM,SOUTHERN,514,490,FAILURE
NM,SOUTHERN,223,189,FAILURE
NM,SOUTHERN,308,248,FAILURE
NM,MIDWESTERN,259,225,FAILURE
NM,MIDWESTERN,95,64,FAILURE
NM,SOUTHERN,359,302,FAILURE
NM,MIDWESTERN,64,56,FAILURE
NM,MIDWESTERN,94,79,FAILURE
NM,MIDWESTERN,157,141,FAILURE
NM,MIDWESTERN,81,61,FAILURE
NM,MIDWESTERN,124,88,FAILURE
NM,MIDWESTERN,70,57,FAILURE
NM,SOUTHERN,719,720,FAILURE
NM,SOUTHERN,628,419,FAILURE
NM,MIDWESTERN,192,139,FAILURE
NM,MIDWESTERN,384,329,FAILURE
NM,MIDWESTERN,154,112,FAILURE
NM,MIDWESTERN,92,62,FAILURE
NM,MIDWESTERN,205,164,FAILURE
NM,MIDWESTERN,335,323,FAILURE
NM,MIDWESTERN,82,50,FAILURE
NM,MIDWESTERN,569,506,FAILURE
NM,MIDWESTERN,83,46,FAILURE
NM,MIDWESTERN,248,207,FAILURE
NM,MIDWESTERN,563,491,FAILURE
NM,MIDWESTERN,350,297,FAILURE
NM,MIDWESTERN,1906,1992,FAILURE
NM,SOUTHERN,1169,996,FAILURE
NM,MIDWESTERN,70,52,FAILURE
NM,MIDWESTERN,325,290,FAILURE
NM,MIDWESTERN,173,128,FAILURE
NM,MIDWESTERN,87,71,FAILURE
NM,MIDWESTERN,70,58,FAILURE
NM,NORTHEASTERN,1233,1050,FAILURE
NM,NORTHEASTERN,1245,1118,FAILURE
NM,MIDWESTERN,80,55,FAILURE
NM,MIDWESTERN,339,297,FAILURE
NM,MIDWESTERN,75,50,FAILURE
NM,MIDWESTERN,204,171,FAILURE
NM,SOUTHERN,520,410,FAILURE
NM,MIDWESTERN,71,53,FAILURE
NM,MIDWESTERN,62,50,FAILURE
NM,MIDWESTERN,53,43,FAILURE
NM,SOUTHERN,202,103,FAILURE
NM,MIDWESTERN,128,89,FAILURE
NM,SOUTHERN,72,53,FAILURE
NM,SOUTHERN,50,32,FAILURE
NM,SOUTHERN,23,11,FAILURE
NM,MIDWESTERN,150,155,FAILURE
NM,MIDWESTERN,181,134,FAILURE
NM,SOUTHERN,30,22,FAILURE
NM,MIDWESTERN,56,59,FAILURE
NM,SOUTHERN,254,181,FAILURE
NM,MIDWESTERN,228,198,FAILURE
NM,SOUTHERN,93,75,FAILURE
NM,SOUTHERN,14,5,FAILURE
NM,MIDWESTERN,69,51,FAILURE
NM,MIDWESTERN,106,93,FAILURE
NM,MIDWESTERN,906,775,FAILURE
NM,SOUTHERN,213,142,FAILURE
NM,MIDWESTERN,186,143,FAILURE
NM,SOUTHERN,159,95,FAILURE
NM,SOUTHERN,312,219,FAILURE
NM,SOUTHERN,55,37,FAILURE
NM,NORTHEASTERN,91,72,FAILURE
NM,MIDWESTERN,147,125,FAILURE
NM,MIDWESTERN,287,229,FAILURE
NM,MIDWESTERN,224,188,FAILURE
NM,MIDWESTERN,79,74,FAILURE
NM,SOUTHERN,73,49,FAILURE
NM,SOUTHERN,47,29,FAILURE
N,NORTHEASTERN,5162,4621,FAILURE
N,MIDWESTERN,308,261,FAILURE
NM,SOUTHERN,227,132,FAILURE
NM,SOUTHERN,91,48,FAILURE
N,MIDWESTERN,301,195,FAILURE
NM,MIDWESTERN,161,128,FAILURE
NM,MIDWESTERN,891,718,FAILURE
NM,MIDWESTERN,235,234,FAILURE
NM,MIDWESTERN,129,96,FAILURE
NM,SOUTHERN,166,108,FAILURE
NM,MIDWESTERN,118,87,FAILURE
NM,SOUTHERN,264,176,FAILURE
NM,SOUTHERN,427,303,FAILURE
NM,SOUTHERN,149,136,FAILURE
N,SOUTHERN,387,384,FAILURE
NM,NORTHEASTERN,2305,590,FAILURE
NM,MIDWESTERN,195,170,FAILURE
NM,SOUTHERN,243,210,FAILURE
NM,MIDWESTERN,46,32,FAILURE
NM,MIDWESTERN,91,73,FAILURE
NM,SOUTHERN,81,68,FAILURE
NM,MIDWESTERN,105,69,FAILURE
N,WESTERN,91,42,FAILURE
NM,NORTHEASTERN,1435,1064,FAILURE
NM,MIDWESTERN,374,238,FAILURE
