CHARTER,REG,ASSET,DEP,TYPE
SL,MIDWESTERN,1778493,1136571,FAILURE
SB,SOUTHERN,171484,156816,FAILURE
SM,SOUTHERN,23144,22822,FAILURE
N,SOUTHERN,160119,155632,FAILURE
N,SOUTHERN,3307498,2566889,FAILURE
N,SOUTHERN,199025,213188,FAILURE
N,SOUTHERN,220122,212291,FAILURE
N,SOUTHERN,357997,331362,FAILURE
N,SOUTHERN,149828,144488,FAILURE
N,SOUTHERN,317623,298538,FAILURE
N,SOUTHERN,164598,162588,FAILURE
N,SOUTHERN,484828,450521,FAILURE
N,SOUTHERN,282027,271442,FAILURE
N,SOUTHERN,784855,708152,FAILURE
N,SOUTHERN,330935,307311,FAILURE
N,SOUTHERN,210336,196957,FAILURE
N,SOUTHERN,264994,254672,FAILURE
N,SOUTHERN,749114,624217,FAILURE
N,SOUTHERN,6556056,4033803,FAILURE
N,SOUTHERN,165084,160801,FAILURE
N,SOUTHERN,140264,132362,FAILURE
N,SOUTHERN,642018,560075,FAILURE
N,SOUTHERN,153330,152701,FAILURE
NM,SOUTHERN,35636,34788,FAILURE
NM,SOUTHERN,64773,65314,FAILURE
NM,SOUTHERN,8962,9174,FAILURE
SM,SOUTHERN,28020,26309,FAILURE
SL,SOUTHERN,142304,150437,FAILURE
SL,SOUTHERN,89672,137710,FAILURE
SL,SOUTHERN,236328,471415,FAILURE
SL,SOUTHERN,60102,91063,FAILURE
SL,MIDWESTERN,23495,47254,FAILURE
SL,SOUTHERN,563989,491035,FAILURE
SL,SOUTHERN,37396,79422,FAILURE
SL,SOUTHERN,180509,325273,FAILURE
SL,SOUTHERN,58572,62424,FAILURE
SL,SOUTHERN,27626,23614,FAILURE
SB,SOUTHERN,61213,98298,FAILURE
SL,SOUTHERN,260627,263358,FAILURE
SL,SOUTHERN,38750,36615,FAILURE
SL,SOUTHERN,60252,49042,FAILURE
SL,SOUTHERN,19610,21085,FAILURE
SL,SOUTHERN,48690,44360,FAILURE
SL,SOUTHERN,53599,56442,FAILURE
SL,SOUTHERN,74579,50179,FAILURE
SL,SOUTHERN,26934,61798,FAILURE
SL,SOUTHERN,63602,79847,FAILURE
SL,SOUTHERN,176615,158830,FAILURE
SL,SOUTHERN,10303,14438,FAILURE
SL,SOUTHERN,23545,16195,FAILURE
SL,SOUTHERN,119085,125667,FAILURE
SB,MIDWESTERN,78018,67821,FAILURE
SL,SOUTHERN,31198,27169,FAILURE
SL,SOUTHERN,41055,29142,FAILURE
SL,SOUTHERN,64310,64430,FAILURE
SL,MIDWESTERN,140570,138666,FAILURE
SL,MIDWESTERN,1004662,769144,FAILURE
SL,SOUTHERN,39532,43409,FAILURE
SL,SOUTHERN,272134,322329,FAILURE
SL,SOUTHERN,219923,192594,FAILURE
SL,SOUTHERN,148576,138261,FAILURE
SL,MIDWESTERN,51039,53947,FAILURE
SL,SOUTHERN,135619,154546,FAILURE
SL,SOUTHERN,33255,35362,FAILURE
SL,SOUTHERN,44556,47154,FAILURE
SL,MIDWESTERN,47627,48100,FAILURE
SL,SOUTHERN,645144,528350,FAILURE
SL,MIDWESTERN,110707,101243,FAILURE
SL,MIDWESTERN,132245,131364,FAILURE
SB,MIDWESTERN,123561,106123,FAILURE
SL,SOUTHERN,312510,262333,FAILURE
SL,MIDWESTERN,67176,49872,FAILURE
SL,SOUTHERN,196488,201160,FAILURE
NM,SOUTHERN,17538,17217,FAILURE
NM,SOUTHERN,30798,30355,FAILURE
NM,SOUTHERN,106250,104264,FAILURE
NM,MIDWESTERN,8044,7962,FAILURE
NM,SOUTHERN,22534,22005,FAILURE
SL,SOUTHERN,277984,454602,FAILURE
N,SOUTHERN,83009,88903,FAILURE
SL,SOUTHERN,354586,587427,FAILURE
SL,SOUTHERN,150259,194750,FAILURE
SL,SOUTHERN,33762,40546,FAILURE
SL,WESTERN,18197,17951,FAILURE
SB,WESTERN,66520,76663,FAILURE
SB,SOUTHERN,93753,155057,FAILURE
SL,WESTERN,54311,52967,FAILURE
SL,SOUTHERN,44709,73046,FAILURE
SL,SOUTHERN,1647893,1608452,FAILURE
SL,SOUTHERN,135929,105912,FAILURE
SL,SOUTHERN,72216,64940,FAILURE
SB,SOUTHERN,11474,13068,FAILURE
SL,SOUTHERN,154812,242971,FAILURE
SL,SOUTHERN,87146,120497,FAILURE
SL,SOUTHERN,50315,76538,FAILURE
SL,SOUTHERN,58656,87812,FAILURE
SL,SOUTHERN,142144,260435,FAILURE
SL,SOUTHERN,70918,108657,FAILURE
SL,SOUTHERN,91864,87258,FAILURE
SL,SOUTHERN,281282,327461,FAILURE
SL,SOUTHERN,176543,236618,FAILURE
SB,SOUTHERN,26035,24016,FAILURE
SL,WESTERN,188882,151090,FAILURE
SL,SOUTHERN,76368,104539,FAILURE
SL,SOUTHERN,751461,923026,FAILURE
SL,SOUTHERN,99874,148131,FAILURE
SL,SOUTHERN,39353,56792,FAILURE
SL,SOUTHERN,32804,35411,FAILURE
SL,SOUTHERN,2641392,2004722,FAILURE
SB,WESTERN,180609,263820,FAILURE
SL,NORTHEASTERN,90309,86399,FAILURE
SL,NORTHEASTERN,3004007,2473161,FAILURE
SB,SOUTHERN,73942,75103,FAILURE
SL,WESTERN,289521,259865,FAILURE
SL,SOUTHERN,43757,45939,FAILURE
SL,WESTERN,57654,43892,FAILURE
SL,WESTERN,354939,313501,FAILURE
SL,WESTERN,70408,71495,FAILURE
SL,WESTERN,83809,116689,FAILURE
SL,WESTERN,117449,108848,FAILURE
SL,WESTERN,558585,481675,FAILURE
SL,NORTHEASTERN,220282,238378,FAILURE
SL,MIDWESTERN,107314,109426,FAILURE
SL,SOUTHERN,300987,249784,FAILURE
SL,SOUTHERN,106442,115052,FAILURE
NM,SOUTHERN,46672,46519,FAILURE
N,SOUTHERN,16693,16830,FAILURE
NM,SOUTHERN,14235,16762,FAILURE
SL,MIDWESTERN,96590,108400,FAILURE
SL,SOUTHERN,25882,44738,FAILURE
SL,SOUTHERN,813605,799152,FAILURE
SB,SOUTHERN,71820,71343,FAILURE
SB,SOUTHERN,38718,37257,FAILURE
SL,SOUTHERN,63543,66995,FAILURE
SL,SOUTHERN,69720,116370,FAILURE
SL,SOUTHERN,57436,48338,FAILURE
SL,SOUTHERN,37215,72094,FAILURE
SB,SOUTHERN,18901,28249,FAILURE
SL,SOUTHERN,114698,98830,FAILURE
SL,SOUTHERN,77305,93129,FAILURE
SL,SOUTHERN,49224,50250,FAILURE
SL,SOUTHERN,216989,325050,FAILURE
SL,WESTERN,91476,82681,FAILURE
SL,SOUTHERN,97768,101383,FAILURE
SL,SOUTHERN,37061,35661,FAILURE
SL,SOUTHERN,18422,31880,FAILURE
SL,SOUTHERN,95761,113005,FAILURE
SL,MIDWESTERN,70304,64220,FAILURE
SL,SOUTHERN,10849,12050,FAILURE
SB,SOUTHERN,107606,128466,FAILURE
SL,SOUTHERN,569948,627644,FAILURE
SB,WESTERN,137633,192285,FAILURE
SL,SOUTHERN,51090,54028,FAILURE
SL,SOUTHERN,125628,112268,FAILURE
SL,MIDWESTERN,90553,95592,FAILURE
SL,MIDWESTERN,183526,171906,FAILURE
SB,MIDWESTERN,155938,168278,FAILURE
SB,SOUTHERN,132289,153945,FAILURE
SL,MIDWESTERN,221120,196614,FAILURE
SL,SOUTHERN,2637921,1946200,FAILURE
SL,MIDWESTERN,222449,199062,FAILURE
SL,MIDWESTERN,83343,87854,FAILURE
SL,MIDWESTERN,84337,71078,FAILURE
SL,MIDWESTERN,47511,41714,FAILURE
SL,SOUTHERN,807256,801342,FAILURE
SL,SOUTHERN,11947,12870,FAILURE
SL,MIDWESTERN,28388,29833,FAILURE
SL,WESTERN,241532,227455,FAILURE
SL,WESTERN,92684,103075,FAILURE
SL,SOUTHERN,250776,237884,FAILURE
SL,SOUTHERN,143273,256172,FAILURE
SL,SOUTHERN,380658,395977,FAILURE
SL,WESTERN,328396,397326,FAILURE
SL,SOUTHERN,207028,346408,FAILURE
SB,NORTHEASTERN,198693,200589,FAILURE
SB,NORTHEASTERN,145634,143925,FAILURE
SL,WESTERN,626922,1052619,FAILURE
SL,SOUTHERN,334418,391792,FAILURE
SL,WESTERN,2265334,1755845,FAILURE
SL,MIDWESTERN,56264,64068,FAILURE
SB,MIDWESTERN,677311,529857,FAILURE
SL,NORTHEASTERN,278145,304265,FAILURE
SL,SOUTHERN,381335,398552,FAILURE
SB,MIDWESTERN,225241,205386,FAILURE
SL,MIDWESTERN,316765,320752,FAILURE
SB,MIDWESTERN,468800,423864,FAILURE
SL,MIDWESTERN,139096,119723,FAILURE
SL,MIDWESTERN,185407,161093,FAILURE
SL,MIDWESTERN,188821,186032,FAILURE
SL,WESTERN,2180662,1390076,FAILURE
SL,MIDWESTERN,839230,820206,FAILURE
SL,MIDWESTERN,834034,596548,FAILURE
SM,SOUTHERN,272709,206634,FAILURE
N,SOUTHERN,8252,11047,FAILURE
N,SOUTHERN,39677,57767,FAILURE
NM,SOUTHERN,19334,19194,FAILURE
NM,SOUTHERN,270401,276308,FAILURE
NM,MIDWESTERN,1731,1706,FAILURE
N,SOUTHERN,9035,8541,FAILURE
SL,SOUTHERN,4480389,3776427,FAILURE
SL,MIDWESTERN,3255576,2238263,FAILURE
SL,WESTERN,46132,52873,FAILURE
SL,WESTERN,747076,1075651,FAILURE
SL,SOUTHERN,4388466,3004443,FAILURE
SL,SOUTHERN,806012,788880,FAILURE
SL,SOUTHERN,1583318,1201845,FAILURE
SL,WESTERN,159337,177688,FAILURE
NM,SOUTHERN,40169,37102,FAILURE
NM,SOUTHERN,100126,102130,FAILURE
NM,SOUTHERN,148098,144662,FAILURE
SL,SOUTHERN,1402115,1132175,FAILURE
SL,SOUTHERN,1207294,1448432,FAILURE
SL,WESTERN,1117704,1019051,FAILURE
SL,SOUTHERN,1566752,1252969,FAILURE
SL,MIDWESTERN,164016,170962,ASSISTANCE
NM,WESTERN,90791,96858,FAILURE
N,SOUTHERN,4438,6396,ASSISTANCE
SL,WESTERN,265763,285969,FAILURE
SL,SOUTHERN,20761,17480,FAILURE
N,SOUTHERN,23011,26831,FAILURE
SM,SOUTHERN,16339,18370,FAILURE
N,SOUTHERN,8556,9446,FAILURE
NM,SOUTHERN,15630,14900,FAILURE
SB,SOUTHERN,76623,68505,FAILURE
N,SOUTHERN,18609,18912,FAILURE
NM,SOUTHERN,121963,124594,FAILURE
NM,SOUTHERN,57312,57894,FAILURE
N,SOUTHERN,18195,18166,FAILURE
NM,SOUTHERN,24862,24478,FAILURE
N,SOUTHERN,26121,30236,FAILURE
NM,SOUTHERN,13212,13099,FAILURE
N,SOUTHERN,73322,76353,FAILURE
NM,SOUTHERN,49186,48602,FAILURE
NM,SOUTHERN,10466,10594,FAILURE
NM,SOUTHERN,12202,12132,FAILURE
SL,SOUTHERN,535666,494346,ASSISTANCE
SL,MIDWESTERN,171600,148055,ASSISTANCE
SL,SOUTHERN,1141671,1190559,ASSISTANCE
SL,MIDWESTERN,46496,51570,ASSISTANCE
SL,MIDWESTERN,1222965,938160,ASSISTANCE
SL,WESTERN,3125050,1813720,ASSISTANCE
SL,SOUTHERN,4644939,3496819,ASSISTANCE
SL,MIDWESTERN,129073,144646,ASSISTANCE
SL,SOUTHERN,1243932,1013543,ASSISTANCE
SL,WESTERN,266123,274978,ASSISTANCE
SL,WESTERN,127952,72662,ASSISTANCE
SM,WESTERN,213259,196005,ASSISTANCE
SL,SOUTHERN,64613,70389,ASSISTANCE
SL,SOUTHERN,30712,35063,ASSISTANCE
SL,SOUTHERN,56154,93256,ASSISTANCE
SL,SOUTHERN,59110,60626,ASSISTANCE
SL,SOUTHERN,73911,87541,ASSISTANCE
SL,SOUTHERN,72106,73823,ASSISTANCE
SL,SOUTHERN,28097,27399,ASSISTANCE
SL,SOUTHERN,171117,382844,ASSISTANCE
SL,SOUTHERN,396828,551930,ASSISTANCE
SL,MIDWESTERN,886999,845553,ASSISTANCE
SL,SOUTHERN,140515,169424,ASSISTANCE
SL,SOUTHERN,43628,43572,ASSISTANCE
SL,SOUTHERN,30584,47699,ASSISTANCE
SL,MIDWESTERN,262690,211449,ASSISTANCE
SL,SOUTHERN,1815791,671321,ASSISTANCE
SL,SOUTHERN,163402,267027,ASSISTANCE
SL,SOUTHERN,3127779,2695907,ASSISTANCE
SL,SOUTHERN,6459408,4592498,ASSISTANCE
SL,SOUTHERN,678944,517043,ASSISTANCE
SL,SOUTHERN,64809,66900,ASSISTANCE
SL,SOUTHERN,41507,55756,ASSISTANCE
SL,SOUTHERN,91347,166081,ASSISTANCE
SL,SOUTHERN,109397,176395,ASSISTANCE
SL,SOUTHERN,133101,148549,ASSISTANCE
SL,SOUTHERN,87039,151451,ASSISTANCE
SL,SOUTHERN,495499,543605,ASSISTANCE
SL,SOUTHERN,129260,113233,ASSISTANCE
SL,SOUTHERN,89329,80659,ASSISTANCE
SL,SOUTHERN,499435,1139370,ASSISTANCE
SL,SOUTHERN,83368,111295,ASSISTANCE
SL,SOUTHERN,47028,46438,ASSISTANCE
SL,SOUTHERN,278460,394667,ASSISTANCE
SL,SOUTHERN,31482,34801,ASSISTANCE
NM,SOUTHERN,111498,112697,ASSISTANCE
SL,MIDWESTERN,111026,107187,ASSISTANCE
SL,MIDWESTERN,203929,238040,ASSISTANCE
NM,WESTERN,12489,11414,FAILURE
SL,MIDWESTERN,688676,607435,ASSISTANCE
SB,WESTERN,220486,275462,ASSISTANCE
SL,MIDWESTERN,167332,230493,ASSISTANCE
SL,WESTERN,307198,268112,ASSISTANCE
SM,SOUTHERN,9826,9710,FAILURE
SL,MIDWESTERN,32001,35172,ASSISTANCE
SL,WESTERN,386016,308114,ASSISTANCE
SB,WESTERN,403016,382743,ASSISTANCE
NM,SOUTHERN,23990,23137,FAILURE
SM,SOUTHERN,15055,15329,FAILURE
N,SOUTHERN,37661,47122,FAILURE
N,SOUTHERN,26056,26150,FAILURE
N,SOUTHERN,13244,13294,FAILURE
SL,WESTERN,51490,32340,ASSISTANCE
SL,MIDWESTERN,244346,232325,ASSISTANCE
SL,SOUTHERN,10129,12470,FAILURE
SL,WESTERN,2315295,1767010,FAILURE
NM,SOUTHERN,525792,522990,FAILURE
N,SOUTHERN,34725,37292,FAILURE
NM,SOUTHERN,42025,45179,FAILURE
NM,SOUTHERN,12047,11852,FAILURE
SL,SOUTHERN,126611,163830,ASSISTANCE
SL,SOUTHERN,265719,241623,ASSISTANCE
SL,MIDWESTERN,92527,91975,ASSISTANCE
SB,MIDWESTERN,1471492,1458128,ASSISTANCE
N,SOUTHERN,19482,19144,FAILURE
N,WESTERN,5278,5066,FAILURE
N,SOUTHERN,10283,10674,FAILURE
NM,SOUTHERN,55448,49067,FAILURE
SL,SOUTHERN,248056,334675,ASSISTANCE
N,SOUTHERN,262163,297944,FAILURE
SM,SOUTHERN,39821,34839,FAILURE
NM,SOUTHERN,21278,20632,FAILURE
N,SOUTHERN,8898,11860,ASSISTANCE
SL,SOUTHERN,172828,203688,FAILURE
N,SOUTHERN,22369,22850,FAILURE
NM,SOUTHERN,19537,18010,FAILURE
N,SOUTHERN,9249,9584,FAILURE
NM,SOUTHERN,27150,30223,FAILURE
N,SOUTHERN,6571,6841,FAILURE
NM,MIDWESTERN,26444,25661,FAILURE
N,SOUTHERN,14015,16150,FAILURE
SL,NORTHEASTERN,64346,82502,ASSISTANCE
SL,MIDWESTERN,54128,54705,ASSISTANCE
SL,NORTHEASTERN,1253024,964594,ASSISTANCE
N,SOUTHERN,37001,37104,FAILURE
N,SOUTHERN,39529,39271,FAILURE
NM,SOUTHERN,8655,8562,FAILURE
SB,MIDWESTERN,341126,347272,ASSISTANCE
SM,SOUTHERN,21789,20851,FAILURE
NM,SOUTHERN,58768,56391,FAILURE
SL,SOUTHERN,113922,178122,ASSISTANCE
SB,SOUTHERN,102296,103952,ASSISTANCE
SL,SOUTHERN,269532,201699,ASSISTANCE
SL,SOUTHERN,154850,160257,ASSISTANCE
SL,SOUTHERN,603367,680882,ASSISTANCE
SL,SOUTHERN,154345,328807,ASSISTANCE
SL,SOUTHERN,132133,156610,ASSISTANCE
SL,SOUTHERN,124534,162840,ASSISTANCE
SL,SOUTHERN,214118,203756,ASSISTANCE
SL,SOUTHERN,396016,289942,ASSISTANCE
SL,SOUTHERN,1342144,880869,ASSISTANCE
SL,MIDWESTERN,51414,55716,ASSISTANCE
SB,MIDWESTERN,271525,287031,ASSISTANCE
SL,SOUTHERN,51455,72754,ASSISTANCE
SB,WESTERN,130432,137813,FAILURE
SL,SOUTHERN,150140,166306,FAILURE
N,SOUTHERN,33844,32509,FAILURE
NM,MIDWESTERN,48687,45800,FAILURE
SL,SOUTHERN,1960018,2268079,ASSISTANCE
SL,WESTERN,48124,43437,ASSISTANCE
SL,SOUTHERN,410855,615638,ASSISTANCE
SL,SOUTHERN,593147,718584,ASSISTANCE
SL,SOUTHERN,202597,313331,ASSISTANCE
SL,SOUTHERN,179890,182323,ASSISTANCE
SL,MIDWESTERN,51855,56976,ASSISTANCE
SL,SOUTHERN,1013313,904454,ASSISTANCE
NM,MIDWESTERN,13731,12865,FAILURE
NM,SOUTHERN,12224,11253,FAILURE
SL,SOUTHERN,363720,585384,FAILURE
SL,WESTERN,22515,19750,FAILURE
SL,SOUTHERN,656720,804134,ASSISTANCE
SM,WESTERN,3894,3765,FAILURE
NM,SOUTHERN,14945,14338,FAILURE
NM,SOUTHERN,9045,8862,FAILURE
NM,SOUTHERN,15813,14744,FAILURE
SB,MIDWESTERN,40841,44986,ASSISTANCE
SL,WESTERN,284465,262256,FAILURE
SL,SOUTHERN,206490,194303,FAILURE
N,SOUTHERN,21063,22633,ASSISTANCE
NM,SOUTHERN,15070,17721,FAILURE
N,SOUTHERN,24363,25701,FAILURE
N,SOUTHERN,33137,33753,FAILURE
SM,WESTERN,6365,6259,FAILURE
SM,SOUTHERN,30846,38385,FAILURE
SL,SOUTHERN,59914,72296,ASSISTANCE
SL,SOUTHERN,157930,163007,ASSISTANCE
NM,MIDWESTERN,5894,5334,FAILURE
SB,SOUTHERN,122899,135472,ASSISTANCE
SL,WESTERN,30162228,15411331,ASSISTANCE
SL,SOUTHERN,72057,76164,ASSISTANCE
SL,MIDWESTERN,57345,65067,ASSISTANCE
SL,SOUTHERN,57944,64557,ASSISTANCE
SL,MIDWESTERN,30550,33065,ASSISTANCE
SL,MIDWESTERN,37141,39463,ASSISTANCE
SL,MIDWESTERN,158346,178689,ASSISTANCE
N,SOUTHERN,20289,22550,FAILURE
N,SOUTHERN,9362,10771,FAILURE
NM,SOUTHERN,28571,29844,FAILURE
NM,MIDWESTERN,9264,9199,FAILURE
NM,MIDWESTERN,9672,9315,FAILURE
NM,SOUTHERN,25607,26129,FAILURE
NM,MIDWESTERN,12060,11419,FAILURE
SB,SOUTHERN,37322,44404,ASSISTANCE
SL,SOUTHERN,80818,90205,FAILURE
SL,SOUTHERN,1030832,826792,FAILURE
SL,SOUTHERN,419405,382716,FAILURE
SB,SOUTHERN,117377,112369,ASSISTANCE
SB,SOUTHERN,264146,211547,FAILURE
SL,SOUTHERN,124441,127635,FAILURE
SL,SOUTHERN,49904,46844,FAILURE
SL,SOUTHERN,482515,391585,ASSISTANCE
SL,SOUTHERN,106744,133016,FAILURE
SL,SOUTHERN,173454,205081,FAILURE
SL,SOUTHERN,173026,198967,ASSISTANCE
SB,SOUTHERN,40107,50776,ASSISTANCE
SL,WESTERN,182052,222291,ASSISTANCE
SL,WESTERN,26686,25102,ASSISTANCE
SL,MIDWESTERN,210759,203719,ASSISTANCE
SL,MIDWESTERN,105887,96938,ASSISTANCE
SL,MIDWESTERN,47252,67222,ASSISTANCE
SL,MIDWESTERN,86617,104175,ASSISTANCE
SL,MIDWESTERN,314016,310042,ASSISTANCE
SB,MIDWESTERN,295753,319359,ASSISTANCE
NM,MIDWESTERN,3238,3227,FAILURE
N,SOUTHERN,26301,31196,FAILURE
N,SOUTHERN,14956,16307,FAILURE
NM,SOUTHERN,41788,41110,FAILURE
SL,SOUTHERN,227003,258514,FAILURE
SL,SOUTHERN,78057,75516,FAILURE
SL,SOUTHERN,185901,320801,ASSISTANCE
SL,SOUTHERN,2214129,3255324,FAILURE
SL,SOUTHERN,190745,222964,FAILURE
SL,SOUTHERN,150067,158079,FAILURE
NM,MIDWESTERN,10737,9411,FAILURE
SL,SOUTHERN,118198,116479,ASSISTANCE
SL,SOUTHERN,31530,34451,ASSISTANCE
SL,SOUTHERN,62839,62342,ASSISTANCE
SL,SOUTHERN,254076,401083,ASSISTANCE
SL,SOUTHERN,145595,158898,ASSISTANCE
SL,SOUTHERN,706150,747388,ASSISTANCE
SL,SOUTHERN,283491,333007,ASSISTANCE
SL,SOUTHERN,53054,105877,ASSISTANCE
SL,SOUTHERN,29533,32710,ASSISTANCE
SL,SOUTHERN,24873,35849,ASSISTANCE
N,SOUTHERN,25972,27175,FAILURE
N,SOUTHERN,29583,30759,FAILURE
NM,SOUTHERN,11052,10811,FAILURE
SL,MIDWESTERN,23915,39121,ASSISTANCE
SB,MIDWESTERN,20663,22676,ASSISTANCE
SL,MIDWESTERN,229108,219651,ASSISTANCE
N,SOUTHERN,26448,26732,FAILURE
NM,SOUTHERN,46240,46060,FAILURE
NM,SOUTHERN,24849,28927,FAILURE
SL,MIDWESTERN,34604,37588,ASSISTANCE
NM,MIDWESTERN,15355,15225,ASSISTANCE
NM,MIDWESTERN,9189,8826,FAILURE
NM,WESTERN,51496,52254,FAILURE
SL,WESTERN,78095,76320,ASSISTANCE
NM,SOUTHERN,582350,164867,FAILURE
SL,SOUTHERN,65139,144455,FAILURE
NM,WESTERN,55152,51232,FAILURE
N,SOUTHERN,659374,574547,FAILURE
N,SOUTHERN,43993,42024,FAILURE
N,SOUTHERN,217709,208191,FAILURE
NM,SOUTHERN,79339,74097,FAILURE
NM,SOUTHERN,101039,95773,FAILURE
NM,SOUTHERN,175166,163033,FAILURE
NM,SOUTHERN,240727,223894,FAILURE
NM,SOUTHERN,49588,47271,FAILURE
NM,SOUTHERN,68086,63008,FAILURE
N,SOUTHERN,797201,726755,FAILURE
N,SOUTHERN,118351,110894,FAILURE
NM,SOUTHERN,224868,192393,FAILURE
N,SOUTHERN,304233,270730,FAILURE
N,SOUTHERN,716274,591858,FAILURE
N,SOUTHERN,610442,536496,FAILURE
N,SOUTHERN,124191,116809,FAILURE
N,SOUTHERN,634806,501900,FAILURE
N,SOUTHERN,99889,92479,FAILURE
N,SOUTHERN,199707,182873,FAILURE
N,SOUTHERN,174996,165964,FAILURE
N,SOUTHERN,148141,137048,FAILURE
N,SOUTHERN,174415,168305,FAILURE
N,SOUTHERN,528101,475829,FAILURE
N,SOUTHERN,2712008,2275270,FAILURE
N,SOUTHERN,128870,119410,FAILURE
N,SOUTHERN,213556,193137,FAILURE
N,SOUTHERN,85852,79582,FAILURE
N,SOUTHERN,257165,242631,FAILURE
N,SOUTHERN,1956560,1568528,FAILURE
N,SOUTHERN,96091,90622,FAILURE
N,SOUTHERN,143514,136310,FAILURE
N,SOUTHERN,17085655,7680063,FAILURE
N,SOUTHERN,200642,186918,FAILURE
N,SOUTHERN,207680,200637,FAILURE
N,SOUTHERN,126695,118839,FAILURE
N,SOUTHERN,1688329,1314891,FAILURE
N,SOUTHERN,218162,201164,FAILURE
N,SOUTHERN,163642,150365,FAILURE
NM,SOUTHERN,54599,50879,FAILURE
NM,SOUTHERN,82273,76899,FAILURE
SL,MIDWESTERN,30369,38146,ASSISTANCE
SL,MIDWESTERN,115080,126258,ASSISTANCE
SL,MIDWESTERN,12784,13675,ASSISTANCE
N,SOUTHERN,10506,10614,FAILURE
NM,SOUTHERN,50022,46262,FAILURE
SL,WESTERN,176541,133121,ASSISTANCE
SL,MIDWESTERN,407559,400105,FAILURE
N,MIDWESTERN,19972,20016,FAILURE
NM,SOUTHERN,115430,128969,FAILURE
N,SOUTHERN,7381,7657,ASSISTANCE
N,SOUTHERN,5763,8113,ASSISTANCE
N,SOUTHERN,26310,26240,FAILURE
NM,SOUTHERN,20789,20360,FAILURE
NM,SOUTHERN,9370,9397,FAILURE
NM,SOUTHERN,57193,61494,ASSISTANCE
SL,SOUTHERN,318921,326080,ASSISTANCE
N,SOUTHERN,24283,26542,FAILURE
N,SOUTHERN,24477,24193,FAILURE
NM,SOUTHERN,76189,81570,FAILURE
NM,SOUTHERN,13076,12876,FAILURE
SL,WESTERN,73494,79825,ASSISTANCE
SL,WESTERN,24071,24885,ASSISTANCE
NM,SOUTHERN,9247,9981,FAILURE
N,SOUTHERN,14402,14944,FAILURE
NM,SOUTHERN,97591,92527,FAILURE
SL,SOUTHERN,325691,248121,ASSISTANCE
SM,WESTERN,6521,6638,FAILURE
SM,WESTERN,19146,20573,FAILURE
N,SOUTHERN,14066,14697,FAILURE
N,SOUTHERN,54001,56096,FAILURE
NM,SOUTHERN,16230,16446,ASSISTANCE
NM,SOUTHERN,42348,42262,FAILURE
SB,SOUTHERN,43735,42475,ASSISTANCE
SL,SOUTHERN,11956,16176,FAILURE
SL,MIDWESTERN,204578,195979,ASSISTANCE
N,SOUTHERN,23038,22683,FAILURE
N,SOUTHERN,41811,44406,FAILURE
NM,WESTERN,10901,10124,FAILURE
NM,WESTERN,14137,13760,FAILURE
NM,MIDWESTERN,5073,5000,FAILURE
NM,SOUTHERN,82097,75487,FAILURE
SM,WESTERN,8946,8043,FAILURE
SL,SOUTHERN,24101,29299,ASSISTANCE
N,SOUTHERN,16080,16207,FAILURE
NM,SOUTHERN,12986,12997,FAILURE
NM,SOUTHERN,39864,39734,FAILURE
SL,NORTHEASTERN,237617,298266,ASSISTANCE
SL,WESTERN,116778,114814,FAILURE
N,SOUTHERN,19430,26140,FAILURE
SL,SOUTHERN,543024,784479,ASSISTANCE
SL,SOUTHERN,681240,867606,ASSISTANCE
SL,SOUTHERN,867484,658575,ASSISTANCE
SL,SOUTHERN,1939600,2091752,ASSISTANCE
NM,MIDWESTERN,62095,58954,ASSISTANCE
SL,SOUTHERN,93936,92849,FAILURE
SL,SOUTHERN,103684,127649,ASSISTANCE
SL,SOUTHERN,27574,26958,ASSISTANCE
SL,SOUTHERN,105845,111700,ASSISTANCE
SL,SOUTHERN,212927,224413,ASSISTANCE
N,SOUTHERN,32188,38706,FAILURE
NM,SOUTHERN,14876,14595,FAILURE
SM,MIDWESTERN,26597,26492,FAILURE
N,SOUTHERN,12959,12065,FAILURE
NM,SOUTHERN,36676,38464,FAILURE
SL,MIDWESTERN,145821,194523,FAILURE
SM,MIDWESTERN,21125,19735,FAILURE
NM,SOUTHERN,6693,8443,ASSISTANCE
NM,MIDWESTERN,6321,6618,ASSISTANCE
NM,WESTERN,21653,19460,FAILURE
NM,MIDWESTERN,7066,6685,FAILURE
N,SOUTHERN,18482,20172,FAILURE
N,WESTERN,18272,18424,FAILURE
N,MIDWESTERN,597688,227736,ASSISTANCE
N,SOUTHERN,52682,51066,ASSISTANCE
N,SOUTHERN,47714,45436,ASSISTANCE
N,SOUTHERN,25622,25636,ASSISTANCE
N,SOUTHERN,62603,61020,ASSISTANCE
N,SOUTHERN,53558,50584,ASSISTANCE
N,SOUTHERN,58766,57223,ASSISTANCE
N,SOUTHERN,59478,58380,ASSISTANCE
N,SOUTHERN,56686,53335,ASSISTANCE
N,SOUTHERN,67027,63658,ASSISTANCE
NM,SOUTHERN,46004,43926,ASSISTANCE
N,SOUTHERN,71057,67120,ASSISTANCE
N,SOUTHERN,91395,83044,ASSISTANCE
NM,SOUTHERN,62474,59880,ASSISTANCE
N,SOUTHERN,52437,49193,ASSISTANCE
NM,SOUTHERN,44827,41801,ASSISTANCE
SM,SOUTHERN,441586,312272,ASSISTANCE
N,SOUTHERN,76232,71687,ASSISTANCE
